number,value,datetime_start,datetime_complete,duration,params_model,params_strategy,params_transform,params_use_tda,params_window,state
284,24.405837789373614,2026-06-08 00:51:58.517461,2026-06-08 00:51:58.816232,0 days 00:00:00.298771,SVR_rbf,none,none,False,24,COMPLETE
285,24.405837789373614,2026-06-08 00:51:58.635907,2026-06-08 00:51:58.891204,0 days 00:00:00.255297,SVR_rbf,dummy,none,False,24,COMPLETE
286,24.330171562499995,2026-06-08 00:51:58.693697,2026-06-08 00:51:59.320180,0 days 00:00:00.626483,KNN,none,none,False,24,COMPLETE
287,24.330171562499995,2026-06-08 00:51:58.702148,2026-06-08 00:51:59.399032,0 days 00:00:00.696884,KNN,none,none,False,24,COMPLETE
288,24.330171562499995,2026-06-08 00:51:58.710358,2026-06-08 00:51:59.336140,0 days 00:00:00.625782,KNN,none,none,False,24,COMPLETE
289,24.330171562499995,2026-06-08 00:51:58.818308,2026-06-08 00:51:59.553837,0 days 00:00:00.735529,KNN,none,none,False,24,COMPLETE
290,26.68310666666666,2026-06-08 00:51:58.888706,2026-06-08 00:51:59.328347,0 days 00:00:00.439641,KNN,none,none,False,48,COMPLETE
291,26.68310666666666,2026-06-08 00:51:58.893065,2026-06-08 00:51:59.359084,0 days 00:00:00.466019,KNN,none,none,False,48,COMPLETE
292,35.343873243191844,2026-06-08 00:51:59.094348,2026-06-08 00:51:59.223265,0 days 00:00:00.128917,Lasso,none,none,False,48,COMPLETE
293,24.330171562499995,2026-06-08 00:51:59.224671,2026-06-08 00:52:00.665297,0 days 00:00:01.440626,KNN,none,none,False,24,COMPLETE
294,24.330171562499995,2026-06-08 00:51:59.323226,2026-06-08 00:52:00.792809,0 days 00:00:01.469583,KNN,none,none,False,24,COMPLETE
295,24.330171562499995,2026-06-08 00:51:59.330996,2026-06-08 00:52:00.758620,0 days 00:00:01.427624,KNN,exclude,none,False,24,COMPLETE
296,24.330171562499995,2026-06-08 00:51:59.340087,2026-06-08 00:52:00.772258,0 days 00:00:01.432171,KNN,exclude,none,False,24,COMPLETE
297,29.51738876490838,2026-06-08 00:51:59.362273,2026-06-08 00:52:00.205377,0 days 00:00:00.843104,Ridge,exclude,none,True,24,COMPLETE
298,24.330171562499995,2026-06-08 00:51:59.401804,2026-06-08 00:52:00.825070,0 days 00:00:01.423266,KNN,exclude,none,False,24,COMPLETE
299,29.51738876490838,2026-06-08 00:51:59.562204,2026-06-08 00:52:00.515712,0 days 00:00:00.953508,Ridge,exclude,none,True,24,COMPLETE
300,24.330171562499995,2026-06-08 00:52:00.211257,2026-06-08 00:52:01.005544,0 days 00:00:00.794287,KNN,none,none,False,24,COMPLETE
301,24.330171562499995,2026-06-08 00:52:00.517767,2026-06-08 00:52:01.098113,0 days 00:00:00.580346,KNN,none,none,False,24,COMPLETE
302,24.330171562499995,2026-06-08 00:52:00.670977,2026-06-08 00:52:01.237145,0 days 00:00:00.566168,KNN,none,none,False,24,COMPLETE
303,24.330171562499995,2026-06-08 00:52:00.761410,2026-06-08 00:52:01.339185,0 days 00:00:00.577775,KNN,none,none,False,24,COMPLETE
304,24.330171562499995,2026-06-08 00:52:00.774766,2026-06-08 00:52:01.361997,0 days 00:00:00.587231,KNN,none,none,False,24,COMPLETE
305,24.330171562499995,2026-06-08 00:52:00.800099,2026-06-08 00:52:01.360898,0 days 00:00:00.560799,KNN,none,none,False,24,COMPLETE
306,24.330171562499995,2026-06-08 00:52:00.827013,2026-06-08 00:52:01.416927,0 days 00:00:00.589914,KNN,none,none,False,24,COMPLETE
307,24.330171562499995,2026-06-08 00:52:01.008874,2026-06-08 00:52:01.578625,0 days 00:00:00.569751,KNN,none,none,False,24,COMPLETE
308,24.330171562499995,2026-06-08 00:52:01.099934,2026-06-08 00:52:01.658726,0 days 00:00:00.558792,KNN,none,none,False,24,COMPLETE
309,24.330171562499995,2026-06-08 00:52:01.239957,2026-06-08 00:52:01.842702,0 days 00:00:00.602745,KNN,none,none,False,24,COMPLETE
310,24.330171562499995,2026-06-08 00:52:01.342139,2026-06-08 00:52:01.914124,0 days 00:00:00.571985,KNN,none,none,False,24,COMPLETE
311,24.330171562499995,2026-06-08 00:52:01.366732,2026-06-08 00:52:01.935861,0 days 00:00:00.569129,KNN,none,standard,False,24,COMPLETE
312,24.330171562499995,2026-06-08 00:52:01.373758,2026-06-08 00:52:01.942956,0 days 00:00:00.569198,KNN,none,standard,False,24,COMPLETE
313,24.330171562499995,2026-06-08 00:52:01.419583,2026-06-08 00:52:02.011009,0 days 00:00:00.591426,KNN,none,none,False,24,COMPLETE
314,24.330171562499995,2026-06-08 00:52:01.584402,2026-06-08 00:52:02.204356,0 days 00:00:00.619954,KNN,none,none,False,24,COMPLETE
315,24.330171562499995,2026-06-08 00:52:01.660435,2026-06-08 00:52:02.282477,0 days 00:00:00.622042,KNN,none,none,False,24,COMPLETE
316,24.330171562499995,2026-06-08 00:52:01.845535,2026-06-08 00:52:02.431739,0 days 00:00:00.586204,KNN,none,none,False,24,COMPLETE
317,24.330171562499995,2026-06-08 00:52:01.917006,2026-06-08 00:52:02.519152,0 days 00:00:00.602146,KNN,none,standard,False,24,COMPLETE
318,24.330171562499995,2026-06-08 00:52:01.938319,2026-06-08 00:52:02.560307,0 days 00:00:00.621988,KNN,none,none,False,24,COMPLETE
319,31.58477065638604,2026-06-08 00:52:01.946778,2026-06-08 00:52:02.101884,0 days 00:00:00.155106,Lasso,none,none,False,24,COMPLETE
320,24.330171562499995,2026-06-08 00:52:02.016810,2026-06-08 00:52:02.604925,0 days 00:00:00.588115,KNN,none,none,False,24,COMPLETE
321,24.330171562499995,2026-06-08 00:52:02.104050,2026-06-08 00:52:02.687799,0 days 00:00:00.583749,KNN,none,none,False,24,COMPLETE
322,24.330171562499995,2026-06-08 00:52:02.205932,2026-06-08 00:52:02.768816,0 days 00:00:00.562884,KNN,none,none,False,24,COMPLETE
323,24.330171562499995,2026-06-08 00:52:02.285741,2026-06-08 00:52:02.890589,0 days 00:00:00.604848,KNN,none,none,False,24,COMPLETE
324,24.330171562499995,2026-06-08 00:52:02.433696,2026-06-08 00:52:03.022414,0 days 00:00:00.588718,KNN,none,none,False,24,COMPLETE
325,24.330171562499995,2026-06-08 00:52:02.522588,2026-06-08 00:52:03.219177,0 days 00:00:00.696589,KNN,none,none,False,24,COMPLETE
326,24.330171562499995,2026-06-08 00:52:02.561936,2026-06-08 00:52:03.279078,0 days 00:00:00.717142,KNN,none,none,False,24,COMPLETE
327,24.330171562499995,2026-06-08 00:52:02.608880,2026-06-08 00:52:03.359770,0 days 00:00:00.750890,KNN,none,none,False,24,COMPLETE
328,24.330171562499995,2026-06-08 00:52:02.692650,2026-06-08 00:52:03.595909,0 days 00:00:00.903259,KNN,none,none,False,24,COMPLETE
329,24.330171562499995,2026-06-08 00:52:02.771268,2026-06-08 00:52:03.787625,0 days 00:00:01.016357,KNN,none,none,False,24,COMPLETE
330,29.076662642720358,2026-06-08 00:52:02.895087,2026-06-08 00:52:03.164499,0 days 00:00:00.269412,LinearRegression,winsorize,none,False,24,COMPLETE
331,29.076662642720358,2026-06-08 00:52:03.025400,2026-06-08 00:52:03.303766,0 days 00:00:00.278366,LinearRegression,winsorize,none,False,24,COMPLETE
332,24.330171562499995,2026-06-08 00:52:03.167837,2026-06-08 00:52:04.658123,0 days 00:00:01.490286,KNN,none,none,False,24,COMPLETE
333,26.930025934253127,2026-06-08 00:52:03.223728,2026-06-08 00:52:03.465268,0 days 00:00:00.241540,ElasticNet,none,none,False,24,COMPLETE
334,24.330171562499995,2026-06-08 00:52:03.283483,2026-06-08 00:52:04.707711,0 days 00:00:01.424228,KNN,none,none,False,24,COMPLETE
335,31.413774252173727,2026-06-08 00:52:03.306462,2026-06-08 00:52:04.475147,0 days 00:00:01.168685,ElasticNet,none,none,True,36,COMPLETE
336,26.9084975,2026-06-08 00:52:03.361787,2026-06-08 00:52:05.334425,0 days 00:00:01.972638,KNN,none,none,True,36,COMPLETE
337,26.74618166666667,2026-06-08 00:52:03.466981,2026-06-08 00:52:04.683339,0 days 00:00:01.216358,KNN,none,none,False,36,COMPLETE
338,29.086236666666665,2026-06-08 00:52:03.599458,2026-06-08 00:52:05.309372,0 days 00:00:01.709914,KNN,exclude,none,True,24,COMPLETE
339,24.330171562499995,2026-06-08 00:52:03.794986,2026-06-08 00:52:05.239305,0 days 00:00:01.444319,KNN,exclude,none,False,24,COMPLETE
340,24.330171562499995,2026-06-08 00:52:04.477071,2026-06-08 00:52:05.563256,0 days 00:00:01.086185,KNN,exclude,none,False,24,COMPLETE
341,24.330171562499995,2026-06-08 00:52:04.662603,2026-06-08 00:52:05.632192,0 days 00:00:00.969589,KNN,exclude,none,False,24,COMPLETE
342,24.330171562499995,2026-06-08 00:52:04.685117,2026-06-08 00:52:05.688773,0 days 00:00:01.003656,KNN,exclude,none,False,24,COMPLETE
343,24.330171562499995,2026-06-08 00:52:04.709678,2026-06-08 00:52:05.702891,0 days 00:00:00.993213,KNN,exclude,none,False,24,COMPLETE
344,24.330171562499995,2026-06-08 00:52:05.243168,2026-06-08 00:52:05.975454,0 days 00:00:00.732286,KNN,none,none,False,24,COMPLETE
345,31.535332031250004,2026-06-08 00:52:05.311085,2026-06-08 00:52:05.481714,0 days 00:00:00.170629,DecisionTree,none,none,False,24,COMPLETE
346,31.535332031250004,2026-06-08 00:52:05.337321,2026-06-08 00:52:05.471167,0 days 00:00:00.133846,DecisionTree,none,none,False,24,COMPLETE
347,24.330171562499995,2026-06-08 00:52:05.475140,2026-06-08 00:52:06.199794,0 days 00:00:00.724654,KNN,none,none,False,24,COMPLETE
348,24.330171562499995,2026-06-08 00:52:05.486262,2026-06-08 00:52:06.174350,0 days 00:00:00.688088,KNN,none,none,False,24,COMPLETE
349,24.330171562499995,2026-06-08 00:52:05.566994,2026-06-08 00:52:06.296880,0 days 00:00:00.729886,KNN,none,none,False,24,COMPLETE
350,31.58477065638604,2026-06-08 00:52:05.634755,2026-06-08 00:52:05.820449,0 days 00:00:00.185694,Lasso,none,none,False,24,COMPLETE
351,31.58477065638604,2026-06-08 00:52:05.694093,2026-06-08 00:52:05.892181,0 days 00:00:00.198088,Lasso,none,none,False,24,COMPLETE
352,31.58477065638604,2026-06-08 00:52:05.707097,2026-06-08 00:52:05.919661,0 days 00:00:00.212564,Lasso,none,none,False,24,COMPLETE
353,26.68310666666666,2026-06-08 00:52:05.826979,2026-06-08 00:52:06.376120,0 days 00:00:00.549141,KNN,none,none,False,48,COMPLETE
354,26.68310666666666,2026-06-08 00:52:05.893847,2026-06-08 00:52:06.393097,0 days 00:00:00.499250,KNN,none,none,False,48,COMPLETE
355,24.330171562499995,2026-06-08 00:52:05.922137,2026-06-08 00:52:06.543215,0 days 00:00:00.621078,KNN,none,none,False,24,COMPLETE
356,33.045879859414384,2026-06-08 00:52:05.978524,2026-06-08 00:52:06.090711,0 days 00:00:00.112187,Ridge,none,none,False,48,COMPLETE
357,24.330171562499995,2026-06-08 00:52:06.092549,2026-06-08 00:52:06.689400,0 days 00:00:00.596851,KNN,none,none,False,24,COMPLETE
358,24.330171562499995,2026-06-08 00:52:06.177229,2026-06-08 00:52:06.765723,0 days 00:00:00.588494,KNN,none,none,False,24,COMPLETE
359,24.330171562499995,2026-06-08 00:52:06.202774,2026-06-08 00:52:06.783665,0 days 00:00:00.580891,KNN,none,none,False,24,COMPLETE
360,24.330171562499995,2026-06-08 00:52:06.299567,2026-06-08 00:52:06.868051,0 days 00:00:00.568484,KNN,none,none,False,24,COMPLETE
361,24.330171562499995,2026-06-08 00:52:06.378182,2026-06-08 00:52:06.988080,0 days 00:00:00.609898,KNN,none,none,False,24,COMPLETE
362,24.330171562499995,2026-06-08 00:52:06.397294,2026-06-08 00:52:06.953199,0 days 00:00:00.555905,KNN,none,none,False,24,COMPLETE
363,24.330171562499995,2026-06-08 00:52:06.546370,2026-06-08 00:52:07.136355,0 days 00:00:00.589985,KNN,none,none,False,24,COMPLETE
364,27.895876406249997,2026-06-08 00:52:06.692034,2026-06-08 00:52:07.276645,0 days 00:00:00.584611,KNN,none,diff,False,24,COMPLETE
365,27.895876406249997,2026-06-08 00:52:06.768522,2026-06-08 00:52:07.376090,0 days 00:00:00.607568,KNN,none,diff,False,24,COMPLETE
366,27.895876406249997,2026-06-08 00:52:06.786304,2026-06-08 00:52:07.351991,0 days 00:00:00.565687,KNN,none,diff,False,24,COMPLETE
367,27.895876406249997,2026-06-08 00:52:06.871959,2026-06-08 00:52:07.458584,0 days 00:00:00.586625,KNN,none,diff,False,24,COMPLETE
368,26.876312109332886,2026-06-08 00:52:06.955158,2026-06-08 00:52:07.569262,0 days 00:00:00.614104,KNN,none,log_diff,False,24,COMPLETE
369,27.895876406249997,2026-06-08 00:52:06.990121,2026-06-08 00:52:07.570334,0 days 00:00:00.580213,KNN,none,diff,False,24,COMPLETE
370,26.876312109332886,2026-06-08 00:52:07.139340,2026-06-08 00:52:07.741638,0 days 00:00:00.602298,KNN,none,log_diff,False,24,COMPLETE
371,26.876312109332886,2026-06-08 00:52:07.279980,2026-06-08 00:52:07.894823,0 days 00:00:00.614843,KNN,none,log_diff,False,24,COMPLETE
372,26.876312109332886,2026-06-08 00:52:07.354356,2026-06-08 00:52:07.941050,0 days 00:00:00.586694,KNN,dummy,log_diff,False,24,COMPLETE
373,26.876312109332886,2026-06-08 00:52:07.379721,2026-06-08 00:52:07.996681,0 days 00:00:00.616960,KNN,none,log_diff,False,24,COMPLETE
374,26.876312109332886,2026-06-08 00:52:07.461174,2026-06-08 00:52:08.101655,0 days 00:00:00.640481,KNN,dummy,log_diff,False,24,COMPLETE
375,24.330171562499995,2026-06-08 00:52:07.571658,2026-06-08 00:52:08.267916,0 days 00:00:00.696258,KNN,dummy,none,False,24,COMPLETE
376,24.330171562499995,2026-06-08 00:52:07.574612,2026-06-08 00:52:08.266332,0 days 00:00:00.691720,KNN,dummy,none,False,24,COMPLETE
377,24.330171562499995,2026-06-08 00:52:07.745289,2026-06-08 00:52:08.695704,0 days 00:00:00.950415,KNN,winsorize,none,False,24,COMPLETE
378,24.330171562499995,2026-06-08 00:52:07.897431,2026-06-08 00:52:08.843647,0 days 00:00:00.946216,KNN,dummy,none,False,24,COMPLETE
379,24.330171562499995,2026-06-08 00:52:07.945497,2026-06-08 00:52:08.969102,0 days 00:00:01.023605,KNN,winsorize,none,False,24,COMPLETE
380,24.330171562499995,2026-06-08 00:52:08.000028,2026-06-08 00:52:09.089493,0 days 00:00:01.089465,KNN,winsorize,none,False,24,COMPLETE
381,24.330171562499995,2026-06-08 00:52:08.104793,2026-06-08 00:52:09.297555,0 days 00:00:01.192762,KNN,winsorize,none,False,24,COMPLETE
382,27.60323273450721,2026-06-08 00:52:08.269952,2026-06-08 00:52:08.595679,0 days 00:00:00.325727,Ridge,winsorize,none,False,24,COMPLETE
383,27.60323273450721,2026-06-08 00:52:08.272282,2026-06-08 00:52:08.501533,0 days 00:00:00.229251,Ridge,none,none,False,24,COMPLETE
384,24.405837789373614,2026-06-08 00:52:08.506812,2026-06-08 00:52:08.901245,0 days 00:00:00.394433,SVR_rbf,winsorize,none,False,24,COMPLETE
385,24.405837789373614,2026-06-08 00:52:08.597704,2026-06-08 00:52:08.913371,0 days 00:00:00.315667,SVR_rbf,none,none,False,24,COMPLETE
386,24.405837789373614,2026-06-08 00:52:08.702565,2026-06-08 00:52:09.044398,0 days 00:00:00.341833,SVR_rbf,none,none,False,24,COMPLETE
387,24.405837789373614,2026-06-08 00:52:08.845810,2026-06-08 00:52:09.232657,0 days 00:00:00.386847,SVR_rbf,none,none,False,24,COMPLETE
388,24.330171562499995,2026-06-08 00:52:08.905311,2026-06-08 00:52:11.250987,0 days 00:00:02.345676,KNN,none,standard,False,24,COMPLETE
389,29.076662642720347,2026-06-08 00:52:08.917358,2026-06-08 00:52:09.126892,0 days 00:00:00.209534,LinearRegression,none,standard,False,24,COMPLETE
390,32.83297124999999,2026-06-08 00:52:08.971088,2026-06-08 00:52:11.115701,0 days 00:00:02.144613,KNN,none,seasonal_diff,False,24,COMPLETE
391,29.086236666666665,2026-06-08 00:52:09.049491,2026-06-08 00:52:11.704204,0 days 00:00:02.654713,KNN,none,none,True,24,COMPLETE
392,187.20436830975984,2026-06-08 00:52:09.092193,2026-06-08 00:52:10.114185,0 days 00:00:01.021992,LinearRegression,none,seasonal_diff,True,24,COMPLETE
393,29.086236666666665,2026-06-08 00:52:09.129283,2026-06-08 00:52:11.768227,0 days 00:00:02.638944,KNN,none,none,True,24,COMPLETE
394,38.13655795867818,2026-06-08 00:52:09.239739,2026-06-08 00:52:10.543498,0 days 00:00:01.303759,ElasticNet,none,seasonal_diff,True,24,COMPLETE
395,28.7027183101764,2026-06-08 00:52:09.309151,2026-06-08 00:52:10.766536,0 days 00:00:01.457385,ElasticNet,none,none,True,24,COMPLETE
396,26.930025934253127,2026-06-08 00:52:10.117931,2026-06-08 00:52:10.818095,0 days 00:00:00.700164,ElasticNet,none,none,False,24,COMPLETE
397,24.330171562499995,2026-06-08 00:52:10.586060,2026-06-08 00:52:11.863993,0 days 00:00:01.277933,KNN,none,none,False,24,COMPLETE
398,26.627840989526096,2026-06-08 00:52:10.768721,2026-06-08 00:52:14.640185,0 days 00:00:03.871464,GradientBoosting,exclude,none,False,24,COMPLETE
399,24.330171562499995,2026-06-08 00:52:10.820551,2026-06-08 00:52:11.930681,0 days 00:00:01.110130,KNN,exclude,none,False,24,COMPLETE
400,26.74618166666667,2026-06-08 00:52:11.118773,2026-06-08 00:52:11.906317,0 days 00:00:00.787544,KNN,exclude,none,False,36,COMPLETE
401,26.74618166666667,2026-06-08 00:52:11.252966,2026-06-08 00:52:11.986702,0 days 00:00:00.733736,KNN,none,none,False,36,COMPLETE
402,30.477427415052237,2026-06-08 00:52:11.707507,2026-06-08 00:52:14.380442,0 days 00:00:02.672935,GradientBoosting,none,none,False,36,COMPLETE
403,30.477427415052237,2026-06-08 00:52:11.769845,2026-06-08 00:52:14.324759,0 days 00:00:02.554914,GradientBoosting,exclude,none,False,36,COMPLETE
404,24.330171562499995,2026-06-08 00:52:11.867236,2026-06-08 00:52:12.361284,0 days 00:00:00.494048,KNN,exclude,none,False,24,COMPLETE
405,26.627840989526096,2026-06-08 00:52:11.908252,2026-06-08 00:52:15.037516,0 days 00:00:03.129264,GradientBoosting,none,none,False,24,COMPLETE
406,24.330171562499995,2026-06-08 00:52:11.932299,2026-06-08 00:52:12.430332,0 days 00:00:00.498033,KNN,none,none,False,24,COMPLETE
407,24.330171562499995,2026-06-08 00:52:11.991094,2026-06-08 00:52:12.463206,0 days 00:00:00.472112,KNN,none,none,False,24,COMPLETE
408,24.330171562499995,2026-06-08 00:52:12.363140,2026-06-08 00:52:12.893435,0 days 00:00:00.530295,KNN,none,none,False,24,COMPLETE
409,31.535332031250004,2026-06-08 00:52:12.434162,2026-06-08 00:52:12.555498,0 days 00:00:00.121336,DecisionTree,none,none,False,24,COMPLETE
410,26.627840989526096,2026-06-08 00:52:12.464789,2026-06-08 00:52:15.522513,0 days 00:00:03.057724,GradientBoosting,none,none,False,24,COMPLETE
411,24.330171562499995,2026-06-08 00:52:12.556652,2026-06-08 00:52:13.036578,0 days 00:00:00.479926,KNN,none,none,False,24,COMPLETE
412,24.330171562499995,2026-06-08 00:52:12.894243,2026-06-08 00:52:13.357740,0 days 00:00:00.463497,KNN,none,none,False,24,COMPLETE
413,26.627840989526096,2026-06-08 00:52:13.038586,2026-06-08 00:52:16.032468,0 days 00:00:02.993882,GradientBoosting,none,none,False,24,COMPLETE
414,26.627840989526096,2026-06-08 00:52:13.360419,2026-06-08 00:52:16.421960,0 days 00:00:03.061541,GradientBoosting,none,none,False,24,COMPLETE
415,24.330171562499995,2026-06-08 00:52:14.327452,2026-06-08 00:52:14.821442,0 days 00:00:00.493990,KNN,none,none,False,24,COMPLETE
416,24.330171562499995,2026-06-08 00:52:14.383302,2026-06-08 00:52:14.867945,0 days 00:00:00.484643,KNN,none,none,False,24,COMPLETE
417,24.330171562499995,2026-06-08 00:52:14.642993,2026-06-08 00:52:15.152202,0 days 00:00:00.509209,KNN,none,none,False,24,COMPLETE
418,26.68310666666666,2026-06-08 00:52:14.823536,2026-06-08 00:52:15.214274,0 days 00:00:00.390738,KNN,none,none,False,48,COMPLETE
419,24.330171562499995,2026-06-08 00:52:14.869855,2026-06-08 00:52:15.368021,0 days 00:00:00.498166,KNN,none,none,False,24,COMPLETE
420,24.330171562499995,2026-06-08 00:52:15.041682,2026-06-08 00:52:15.564369,0 days 00:00:00.522687,KNN,none,none,False,24,COMPLETE
421,26.68310666666666,2026-06-08 00:52:15.153889,2026-06-08 00:52:15.537083,0 days 00:00:00.383194,KNN,none,none,False,48,COMPLETE
422,24.330171562499995,2026-06-08 00:52:15.216222,2026-06-08 00:52:15.759950,0 days 00:00:00.543728,KNN,none,none,False,24,COMPLETE
423,24.330171562499995,2026-06-08 00:52:15.369781,2026-06-08 00:52:15.906406,0 days 00:00:00.536625,KNN,none,none,False,24,COMPLETE
424,24.330171562499995,2026-06-08 00:52:15.525985,2026-06-08 00:52:16.048960,0 days 00:00:00.522975,KNN,none,none,False,24,COMPLETE
425,24.330171562499995,2026-06-08 00:52:15.539808,2026-06-08 00:52:16.087410,0 days 00:00:00.547602,KNN,none,none,False,24,COMPLETE
426,24.330171562499995,2026-06-08 00:52:15.566603,2026-06-08 00:52:16.096113,0 days 00:00:00.529510,KNN,none,none,False,24,COMPLETE
427,24.330171562499995,2026-06-08 00:52:15.762432,2026-06-08 00:52:16.321011,0 days 00:00:00.558579,KNN,none,none,False,24,COMPLETE
428,24.330171562499995,2026-06-08 00:52:15.909600,2026-06-08 00:52:16.501019,0 days 00:00:00.591419,KNN,none,none,False,24,COMPLETE
429,24.330171562499995,2026-06-08 00:52:16.035224,2026-06-08 00:52:16.612884,0 days 00:00:00.577660,KNN,none,none,False,24,COMPLETE
430,24.330171562499995,2026-06-08 00:52:16.051974,2026-06-08 00:52:16.641538,0 days 00:00:00.589564,KNN,none,none,False,24,COMPLETE
431,24.330171562499995,2026-06-08 00:52:16.089106,2026-06-08 00:52:16.669700,0 days 00:00:00.580594,KNN,none,none,False,24,COMPLETE
432,24.330171562499995,2026-06-08 00:52:16.098022,2026-06-08 00:52:16.681745,0 days 00:00:00.583723,KNN,none,none,False,24,COMPLETE
433,24.330171562499995,2026-06-08 00:52:16.323486,2026-06-08 00:52:16.949587,0 days 00:00:00.626101,KNN,none,none,False,24,COMPLETE
434,24.330171562499995,2026-06-08 00:52:16.425121,2026-06-08 00:52:17.075728,0 days 00:00:00.650607,KNN,none,none,False,24,COMPLETE
435,24.330171562499995,2026-06-08 00:52:16.504944,2026-06-08 00:52:17.134519,0 days 00:00:00.629575,KNN,none,none,False,24,COMPLETE
436,24.330171562499995,2026-06-08 00:52:16.619118,2026-06-08 00:52:17.267352,0 days 00:00:00.648234,KNN,none,none,False,24,COMPLETE
437,24.330171562499995,2026-06-08 00:52:16.644337,2026-06-08 00:52:17.294800,0 days 00:00:00.650463,KNN,none,none,False,24,COMPLETE
438,24.330171562499995,2026-06-08 00:52:16.671884,2026-06-08 00:52:17.350698,0 days 00:00:00.678814,KNN,none,none,False,24,COMPLETE
439,31.58477065638604,2026-06-08 00:52:16.683381,2026-06-08 00:52:16.840581,0 days 00:00:00.157200,Lasso,none,none,False,24,COMPLETE
440,24.330171562499995,2026-06-08 00:52:16.844140,2026-06-08 00:52:17.471482,0 days 00:00:00.627342,KNN,exclude,none,False,24,COMPLETE
441,24.330171562499995,2026-06-08 00:52:16.952006,2026-06-08 00:52:17.590654,0 days 00:00:00.638648,KNN,exclude,standard,False,24,COMPLETE
442,24.330171562499995,2026-06-08 00:52:17.077835,2026-06-08 00:52:17.715642,0 days 00:00:00.637807,KNN,exclude,standard,False,24,COMPLETE
443,34.57381640625,2026-06-08 00:52:17.137608,2026-06-08 00:52:17.260338,0 days 00:00:00.122730,DecisionTree,exclude,standard,False,24,COMPLETE
444,24.330171562499995,2026-06-08 00:52:17.262012,2026-06-08 00:52:17.961612,0 days 00:00:00.699600,KNN,none,none,False,24,COMPLETE
445,24.330171562499995,2026-06-08 00:52:17.271581,2026-06-08 00:52:17.929837,0 days 00:00:00.658256,KNN,none,none,False,24,COMPLETE
446,24.330171562499995,2026-06-08 00:52:17.298482,2026-06-08 00:52:17.956593,0 days 00:00:00.658111,KNN,none,none,False,24,COMPLETE
447,24.330171562499995,2026-06-08 00:52:17.356728,2026-06-08 00:52:18.036498,0 days 00:00:00.679770,KNN,none,none,False,24,COMPLETE
448,27.60323273450721,2026-06-08 00:52:17.474494,2026-06-08 00:52:17.618620,0 days 00:00:00.144126,Ridge,none,none,False,24,COMPLETE
449,27.60323273450721,2026-06-08 00:52:17.593152,2026-06-08 00:52:17.768949,0 days 00:00:00.175797,Ridge,none,none,False,24,COMPLETE
450,24.330171562499995,2026-06-08 00:52:17.622909,2026-06-08 00:52:18.400035,0 days 00:00:00.777126,KNN,none,none,False,24,COMPLETE
451,24.330171562499995,2026-06-08 00:52:17.718403,2026-06-08 00:52:18.503122,0 days 00:00:00.784719,KNN,none,none,False,24,COMPLETE
452,24.330171562499995,2026-06-08 00:52:17.772079,2026-06-08 00:52:18.543550,0 days 00:00:00.771471,KNN,none,none,False,24,COMPLETE
453,29.076662642720358,2026-06-08 00:52:17.932331,2026-06-08 00:52:18.153989,0 days 00:00:00.221658,LinearRegression,none,none,False,24,COMPLETE
454,29.076662642720358,2026-06-08 00:52:17.960148,2026-06-08 00:52:18.199086,0 days 00:00:00.238938,LinearRegression,none,none,False,24,COMPLETE
455,24.330171562499995,2026-06-08 00:52:17.965594,2026-06-08 00:52:18.736735,0 days 00:00:00.771141,KNN,none,none,False,24,COMPLETE
456,29.076662642720358,2026-06-08 00:52:18.040162,2026-06-08 00:52:18.251885,0 days 00:00:00.211723,LinearRegression,none,none,False,24,COMPLETE
457,24.330171562499995,2026-06-08 00:52:18.156745,2026-06-08 00:52:18.846209,0 days 00:00:00.689464,KNN,none,none,False,24,COMPLETE
458,24.330171562499995,2026-06-08 00:52:18.201501,2026-06-08 00:52:18.911053,0 days 00:00:00.709552,KNN,none,none,False,24,COMPLETE
459,24.330171562499995,2026-06-08 00:52:18.255859,2026-06-08 00:52:18.994863,0 days 00:00:00.739004,KNN,none,none,False,24,COMPLETE
460,32.83297124999999,2026-06-08 00:52:18.404001,2026-06-08 00:52:18.951608,0 days 00:00:00.547607,KNN,none,seasonal_diff,False,24,COMPLETE
461,26.68310666666666,2026-06-08 00:52:18.505770,2026-06-08 00:52:19.094188,0 days 00:00:00.588418,KNN,none,none,False,48,COMPLETE
462,26.68310666666666,2026-06-08 00:52:18.547510,2026-06-08 00:52:19.110041,0 days 00:00:00.562531,KNN,none,none,False,48,COMPLETE
463,32.83297124999999,2026-06-08 00:52:18.738441,2026-06-08 00:52:19.317661,0 days 00:00:00.579220,KNN,none,seasonal_diff,False,24,COMPLETE
464,37.6057175,2026-06-08 00:52:18.848902,2026-06-08 00:52:19.268249,0 days 00:00:00.419347,KNN,none,seasonal_diff,False,48,COMPLETE
465,32.83297124999999,2026-06-08 00:52:18.914489,2026-06-08 00:52:19.725513,0 days 00:00:00.811024,KNN,none,seasonal_diff,False,24,COMPLETE
466,26.68310666666666,2026-06-08 00:52:18.954178,2026-06-08 00:52:19.773000,0 days 00:00:00.818822,KNN,none,none,False,48,COMPLETE
467,24.330171562499995,2026-06-08 00:52:18.998590,2026-06-08 00:52:20.041596,0 days 00:00:01.043006,KNN,none,none,False,24,COMPLETE
468,24.330171562499995,2026-06-08 00:52:19.098717,2026-06-08 00:52:20.170471,0 days 00:00:01.071754,KNN,none,none,False,24,COMPLETE
