number,value,datetime_start,datetime_complete,duration,params_exog__cpi_fresh_fruits,params_exog__diesel_price,params_exog__mxn_usd,params_exog__ppi_fertilizers,params_model,params_strategy,params_transform,params_use_tda,params_window,state
205,23.56875776041667,2026-06-08 00:53:18.206924,2026-06-08 00:53:18.991145,0 days 00:00:00.784221,True,True,True,True,KNN,none,none,False,24,COMPLETE
206,28.440748374488233,2026-06-08 00:53:18.221537,2026-06-08 00:53:22.054747,0 days 00:00:03.833210,False,True,True,True,GradientBoosting,none,none,False,24,COMPLETE
207,28.116040826602777,2026-06-08 00:53:18.256468,2026-06-08 00:53:22.241084,0 days 00:00:03.984616,True,True,True,True,GradientBoosting,none,none,False,24,COMPLETE
208,28.116040826602777,2026-06-08 00:53:18.442068,2026-06-08 00:53:22.290707,0 days 00:00:03.848639,True,True,True,True,GradientBoosting,none,none,False,24,COMPLETE
209,23.56875776041667,2026-06-08 00:53:18.993201,2026-06-08 00:53:19.728779,0 days 00:00:00.735578,True,True,True,True,KNN,none,none,False,24,COMPLETE
210,28.116040826602777,2026-06-08 00:53:19.730190,2026-06-08 00:53:23.680665,0 days 00:00:03.950475,True,True,True,True,GradientBoosting,none,none,False,24,COMPLETE
211,22.719694374999996,2026-06-08 00:53:21.613089,2026-06-08 00:53:22.386659,0 days 00:00:00.773570,False,True,True,True,KNN,none,none,False,24,COMPLETE
212,22.719694374999996,2026-06-08 00:53:21.789319,2026-06-08 00:53:22.650808,0 days 00:00:00.861489,False,True,True,True,KNN,none,none,False,24,COMPLETE
213,31.260083125000005,2026-06-08 00:53:22.056859,2026-06-08 00:53:22.786582,0 days 00:00:00.729723,True,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
214,31.260083125000005,2026-06-08 00:53:22.217009,2026-06-08 00:53:22.967054,0 days 00:00:00.750045,True,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
215,31.260083125000005,2026-06-08 00:53:22.244160,2026-06-08 00:53:22.956670,0 days 00:00:00.712510,True,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
216,31.260083125000005,2026-06-08 00:53:22.293241,2026-06-08 00:53:22.995242,0 days 00:00:00.702001,True,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
217,22.719694374999996,2026-06-08 00:53:22.391039,2026-06-08 00:53:23.259173,0 days 00:00:00.868134,False,True,True,True,KNN,none,none,False,24,COMPLETE
218,22.719694374999996,2026-06-08 00:53:22.656629,2026-06-08 00:53:23.495840,0 days 00:00:00.839211,False,True,True,True,KNN,none,none,False,24,COMPLETE
219,22.719694374999996,2026-06-08 00:53:22.792522,2026-06-08 00:53:23.653883,0 days 00:00:00.861361,False,True,True,True,KNN,none,none,False,24,COMPLETE
220,22.719694374999996,2026-06-08 00:53:22.963230,2026-06-08 00:53:23.833247,0 days 00:00:00.870017,False,True,True,True,KNN,none,none,False,24,COMPLETE
221,22.719694374999996,2026-06-08 00:53:22.969711,2026-06-08 00:53:23.927602,0 days 00:00:00.957891,False,True,True,True,KNN,none,none,False,24,COMPLETE
222,22.719694374999996,2026-06-08 00:53:22.999101,2026-06-08 00:53:23.871914,0 days 00:00:00.872813,False,True,True,True,KNN,none,none,False,24,COMPLETE
223,22.719694374999996,2026-06-08 00:53:23.263857,2026-06-08 00:53:24.164007,0 days 00:00:00.900150,False,True,True,True,KNN,none,none,False,24,COMPLETE
224,33.102076433926335,2026-06-08 00:53:23.498718,2026-06-08 00:53:23.747578,0 days 00:00:00.248860,False,True,True,True,Lasso,none,none,False,24,COMPLETE
225,22.719694374999996,2026-06-08 00:53:23.656481,2026-06-08 00:53:24.573780,0 days 00:00:00.917299,False,True,True,True,KNN,none,none,False,24,COMPLETE
226,26.133911249999997,2026-06-08 00:53:23.682222,2026-06-08 00:53:24.368849,0 days 00:00:00.686627,False,True,True,True,KNN,none,none,False,48,COMPLETE
227,22.719694374999996,2026-06-08 00:53:23.752292,2026-06-08 00:53:24.585228,0 days 00:00:00.832936,False,True,True,True,KNN,none,none,False,24,COMPLETE
228,22.719694374999996,2026-06-08 00:53:23.836732,2026-06-08 00:53:24.712868,0 days 00:00:00.876136,False,True,True,True,KNN,none,none,False,24,COMPLETE
229,22.719694374999996,2026-06-08 00:53:23.877899,2026-06-08 00:53:24.646333,0 days 00:00:00.768434,False,True,True,True,KNN,none,none,False,24,COMPLETE
230,22.719694374999996,2026-06-08 00:53:23.930162,2026-06-08 00:53:24.788835,0 days 00:00:00.858673,False,True,True,True,KNN,none,none,False,24,COMPLETE
231,22.719694374999996,2026-06-08 00:53:24.167170,2026-06-08 00:53:25.033329,0 days 00:00:00.866159,False,True,True,True,KNN,none,none,False,24,COMPLETE
232,22.719694374999996,2026-06-08 00:53:24.373567,2026-06-08 00:53:25.269231,0 days 00:00:00.895664,False,True,True,True,KNN,none,none,False,24,COMPLETE
233,22.719694374999996,2026-06-08 00:53:24.577796,2026-06-08 00:53:25.485230,0 days 00:00:00.907434,False,True,True,True,KNN,none,none,False,24,COMPLETE
234,22.719694374999996,2026-06-08 00:53:24.589485,2026-06-08 00:53:25.512103,0 days 00:00:00.922618,False,True,True,True,KNN,none,none,False,24,COMPLETE
235,22.719694374999996,2026-06-08 00:53:24.649905,2026-06-08 00:53:25.510892,0 days 00:00:00.860987,False,True,True,True,KNN,none,none,False,24,COMPLETE
236,22.719694374999996,2026-06-08 00:53:24.719592,2026-06-08 00:53:25.525918,0 days 00:00:00.806326,False,True,True,True,KNN,none,none,False,24,COMPLETE
237,22.719694374999996,2026-06-08 00:53:24.793694,2026-06-08 00:53:25.650327,0 days 00:00:00.856633,False,True,True,True,KNN,none,none,False,24,COMPLETE
238,22.719694374999996,2026-06-08 00:53:25.038134,2026-06-08 00:53:25.826420,0 days 00:00:00.788286,False,True,True,True,KNN,none,none,False,24,COMPLETE
239,22.719694374999996,2026-06-08 00:53:25.272985,2026-06-08 00:53:26.068215,0 days 00:00:00.795230,False,True,True,True,KNN,none,none,False,24,COMPLETE
240,22.719694374999996,2026-06-08 00:53:25.488746,2026-06-08 00:53:26.340079,0 days 00:00:00.851333,False,True,True,True,KNN,none,none,False,24,COMPLETE
241,22.719694374999996,2026-06-08 00:53:25.516679,2026-06-08 00:53:26.382851,0 days 00:00:00.866172,False,True,True,True,KNN,none,none,False,24,COMPLETE
242,22.719694374999996,2026-06-08 00:53:25.522080,2026-06-08 00:53:26.351467,0 days 00:00:00.829387,False,True,True,True,KNN,none,none,False,24,COMPLETE
243,22.719694374999996,2026-06-08 00:53:25.529004,2026-06-08 00:53:26.337239,0 days 00:00:00.808235,False,True,True,True,KNN,none,none,False,24,COMPLETE
244,22.719694374999996,2026-06-08 00:53:25.653809,2026-06-08 00:53:26.527199,0 days 00:00:00.873390,False,True,True,True,KNN,none,none,False,24,COMPLETE
245,22.719694374999996,2026-06-08 00:53:25.828128,2026-06-08 00:53:26.693011,0 days 00:00:00.864883,False,True,True,True,KNN,none,none,False,24,COMPLETE
246,22.719694374999996,2026-06-08 00:53:26.071913,2026-06-08 00:53:26.907731,0 days 00:00:00.835818,False,True,True,True,KNN,none,none,False,24,COMPLETE
247,22.719694374999996,2026-06-08 00:53:26.342346,2026-06-08 00:53:27.289998,0 days 00:00:00.947652,False,True,True,True,KNN,none,none,False,24,COMPLETE
248,22.719694374999996,2026-06-08 00:53:26.347317,2026-06-08 00:53:27.342013,0 days 00:00:00.994696,False,True,True,True,KNN,none,none,False,24,COMPLETE
249,22.719694374999996,2026-06-08 00:53:26.354182,2026-06-08 00:53:27.334894,0 days 00:00:00.980712,False,True,True,True,KNN,none,none,False,24,COMPLETE
250,22.719694374999996,2026-06-08 00:53:26.392181,2026-06-08 00:53:27.324934,0 days 00:00:00.932753,False,True,True,True,KNN,none,none,False,24,COMPLETE
251,22.719694374999996,2026-06-08 00:53:26.531874,2026-06-08 00:53:27.438689,0 days 00:00:00.906815,False,True,True,True,KNN,none,none,False,24,COMPLETE
252,22.719694374999996,2026-06-08 00:53:26.697991,2026-06-08 00:53:27.727205,0 days 00:00:01.029214,False,True,True,True,KNN,none,none,False,24,COMPLETE
253,26.911475642763843,2026-06-08 00:53:26.912881,2026-06-08 00:53:27.153047,0 days 00:00:00.240166,False,True,True,True,ElasticNet,none,none,False,24,COMPLETE
254,23.95758846354167,2026-06-08 00:53:27.158085,2026-06-08 00:53:28.151394,0 days 00:00:00.993309,False,True,True,False,KNN,none,none,False,24,COMPLETE
255,22.719694374999996,2026-06-08 00:53:27.294181,2026-06-08 00:53:28.311371,0 days 00:00:01.017190,False,True,True,True,KNN,none,none,False,24,COMPLETE
256,23.95758846354167,2026-06-08 00:53:27.329048,2026-06-08 00:53:28.342322,0 days 00:00:01.013274,False,True,True,False,KNN,none,none,False,24,COMPLETE
257,22.719694374999996,2026-06-08 00:53:27.345225,2026-06-08 00:53:28.406894,0 days 00:00:01.061669,False,True,True,True,KNN,none,none,False,24,COMPLETE
258,25.911468958333334,2026-06-08 00:53:27.350565,2026-06-08 00:53:28.128672,0 days 00:00:00.778107,False,True,True,False,KNN,none,none,False,36,COMPLETE
259,30.9799325615368,2026-06-08 00:53:27.445424,2026-06-08 00:53:27.654240,0 days 00:00:00.208816,False,True,True,True,LinearRegression,none,none,False,24,COMPLETE
260,34.991396550925934,2026-06-08 00:53:27.656151,2026-06-08 00:53:27.888071,0 days 00:00:00.231920,False,True,True,False,DecisionTree,none,none,False,36,COMPLETE
261,34.991396550925934,2026-06-08 00:53:27.729740,2026-06-08 00:53:27.989145,0 days 00:00:00.259405,False,True,True,False,DecisionTree,none,none,False,36,COMPLETE
262,22.719694374999996,2026-06-08 00:53:27.889971,2026-06-08 00:53:28.804844,0 days 00:00:00.914873,False,True,True,True,KNN,none,none,False,24,COMPLETE
263,22.719694374999996,2026-06-08 00:53:27.994212,2026-06-08 00:53:28.887118,0 days 00:00:00.892906,False,True,True,True,KNN,none,none,False,24,COMPLETE
264,22.719694374999996,2026-06-08 00:53:28.130849,2026-06-08 00:53:29.096012,0 days 00:00:00.965163,False,True,True,True,KNN,none,none,False,24,COMPLETE
265,22.719694374999996,2026-06-08 00:53:28.157047,2026-06-08 00:53:29.069591,0 days 00:00:00.912544,False,True,True,True,KNN,none,none,False,24,COMPLETE
266,22.719694374999996,2026-06-08 00:53:28.313663,2026-06-08 00:53:29.178378,0 days 00:00:00.864715,False,True,True,True,KNN,none,none,False,24,COMPLETE
267,22.719694374999996,2026-06-08 00:53:28.346557,2026-06-08 00:53:29.291426,0 days 00:00:00.944869,False,True,True,True,KNN,none,none,False,24,COMPLETE
268,33.102076433926335,2026-06-08 00:53:28.410097,2026-06-08 00:53:28.640700,0 days 00:00:00.230603,False,True,True,True,Lasso,none,none,False,24,COMPLETE
269,22.719694374999996,2026-06-08 00:53:28.645005,2026-06-08 00:53:29.495944,0 days 00:00:00.850939,False,True,True,True,KNN,none,none,False,24,COMPLETE
270,26.133911249999997,2026-06-08 00:53:28.808284,2026-06-08 00:53:29.509076,0 days 00:00:00.700792,False,True,True,True,KNN,none,none,False,48,COMPLETE
271,26.133911249999997,2026-06-08 00:53:28.889379,2026-06-08 00:53:29.577727,0 days 00:00:00.688348,False,True,True,True,KNN,none,none,False,48,COMPLETE
272,22.719694374999996,2026-06-08 00:53:29.073751,2026-06-08 00:53:29.991156,0 days 00:00:00.917405,False,True,True,True,KNN,none,none,False,24,COMPLETE
273,29.556775390624995,2026-06-08 00:53:29.099514,2026-06-08 00:53:29.808205,0 days 00:00:00.708691,False,True,True,True,KNN,none,diff,False,48,COMPLETE
274,26.133911249999997,2026-06-08 00:53:29.182135,2026-06-08 00:53:29.891890,0 days 00:00:00.709755,False,True,True,True,KNN,none,none,False,48,COMPLETE
275,29.556775390624995,2026-06-08 00:53:29.294335,2026-06-08 00:53:29.971848,0 days 00:00:00.677513,False,True,True,True,KNN,none,diff,False,48,COMPLETE
276,22.719694374999996,2026-06-08 00:53:29.501555,2026-06-08 00:53:30.457433,0 days 00:00:00.955878,False,True,True,True,KNN,none,none,False,24,COMPLETE
277,28.477639511718746,2026-06-08 00:53:29.511012,2026-06-08 00:53:30.436782,0 days 00:00:00.925770,False,True,True,True,KNN,none,diff,False,24,COMPLETE
278,22.719694374999996,2026-06-08 00:53:29.581468,2026-06-08 00:53:30.478087,0 days 00:00:00.896619,False,True,True,True,KNN,none,none,False,24,COMPLETE
279,27.591573787075596,2026-06-08 00:53:29.810507,2026-06-08 00:53:30.694559,0 days 00:00:00.884052,False,True,True,True,KNN,none,log_diff,False,24,COMPLETE
280,27.591573787075596,2026-06-08 00:53:29.894642,2026-06-08 00:53:30.878061,0 days 00:00:00.983419,False,True,True,True,KNN,none,log_diff,False,24,COMPLETE
281,22.719694374999996,2026-06-08 00:53:29.975234,2026-06-08 00:53:31.133020,0 days 00:00:01.157786,False,True,True,True,KNN,none,none,False,24,COMPLETE
282,22.719694374999996,2026-06-08 00:53:29.993449,2026-06-08 00:53:31.598616,0 days 00:00:01.605167,False,True,True,True,KNN,none,none,False,24,COMPLETE
283,27.23812980680567,2026-06-08 00:53:30.439130,2026-06-08 00:53:30.736995,0 days 00:00:00.297865,False,False,True,True,ElasticNet,none,log_diff,False,24,COMPLETE
284,27.23812980680567,2026-06-08 00:53:30.460100,2026-06-08 00:53:30.772920,0 days 00:00:00.312820,False,False,True,True,ElasticNet,none,log_diff,False,24,COMPLETE
285,28.590763163910214,2026-06-08 00:53:30.482687,2026-06-08 00:53:30.824117,0 days 00:00:00.341430,False,False,True,True,LinearRegression,none,log_diff,False,24,COMPLETE
286,30.495666517266624,2026-06-08 00:53:30.702834,2026-06-08 00:53:32.692084,0 days 00:00:01.989250,False,False,True,True,ElasticNet,none,none,True,24,COMPLETE
287,40.544879785861156,2026-06-08 00:53:30.738993,2026-06-08 00:53:32.970628,0 days 00:00:02.231635,False,True,True,True,LinearRegression,none,none,True,24,COMPLETE
288,40.544879785861156,2026-06-08 00:53:30.778577,2026-06-08 00:53:32.946403,0 days 00:00:02.167826,False,True,True,True,LinearRegression,none,none,True,24,COMPLETE
289,22.719694374999996,2026-06-08 00:53:30.827389,2026-06-08 00:53:34.490619,0 days 00:00:03.663230,False,True,True,True,KNN,none,none,False,24,COMPLETE
290,27.892635807291665,2026-06-08 00:53:30.881709,2026-06-08 00:53:34.898994,0 days 00:00:04.017285,False,True,True,True,KNN,none,none,True,24,COMPLETE
291,27.892635807291665,2026-06-08 00:53:31.139619,2026-06-08 00:53:34.984217,0 days 00:00:03.844598,False,True,True,True,KNN,none,none,True,24,COMPLETE
292,27.892635807291665,2026-06-08 00:53:31.612255,2026-06-08 00:53:35.025866,0 days 00:00:03.413611,False,True,True,True,KNN,none,none,True,24,COMPLETE
293,22.719694374999996,2026-06-08 00:53:32.759533,2026-06-08 00:53:35.070879,0 days 00:00:02.311346,False,True,True,True,KNN,none,none,False,24,COMPLETE
294,22.719694374999996,2026-06-08 00:53:32.948642,2026-06-08 00:53:35.143708,0 days 00:00:02.195066,False,True,True,True,KNN,none,none,False,24,COMPLETE
295,22.719694374999996,2026-06-08 00:53:32.975544,2026-06-08 00:53:35.183969,0 days 00:00:02.208425,False,True,True,True,KNN,none,none,False,24,COMPLETE
296,22.719694374999996,2026-06-08 00:53:34.520544,2026-06-08 00:53:35.825430,0 days 00:00:01.304886,False,True,True,True,KNN,none,none,False,24,COMPLETE
297,22.719694374999996,2026-06-08 00:53:34.903681,2026-06-08 00:53:35.898182,0 days 00:00:00.994501,False,True,True,True,KNN,none,none,False,24,COMPLETE
298,22.719694374999996,2026-06-08 00:53:34.989416,2026-06-08 00:53:36.077471,0 days 00:00:01.088055,False,True,True,True,KNN,none,none,False,24,COMPLETE
299,22.719694374999996,2026-06-08 00:53:35.032632,2026-06-08 00:53:36.139993,0 days 00:00:01.107361,False,True,True,True,KNN,none,none,False,24,COMPLETE
300,33.102076433926335,2026-06-08 00:53:35.075785,2026-06-08 00:53:35.413521,0 days 00:00:00.337736,False,True,True,True,Lasso,none,none,False,24,COMPLETE
301,33.102076433926335,2026-06-08 00:53:35.147129,2026-06-08 00:53:35.577330,0 days 00:00:00.430201,False,True,True,True,Lasso,none,none,False,24,COMPLETE
302,33.102076433926335,2026-06-08 00:53:35.188990,2026-06-08 00:53:35.529661,0 days 00:00:00.340671,False,True,True,True,Lasso,none,none,False,24,COMPLETE
303,22.719694374999996,2026-06-08 00:53:35.425154,2026-06-08 00:53:36.374977,0 days 00:00:00.949823,False,True,True,True,KNN,none,none,False,24,COMPLETE
304,22.719694374999996,2026-06-08 00:53:35.533260,2026-06-08 00:53:36.466933,0 days 00:00:00.933673,False,True,True,True,KNN,none,none,False,24,COMPLETE
305,22.719694374999996,2026-06-08 00:53:35.580207,2026-06-08 00:53:36.558942,0 days 00:00:00.978735,False,True,True,True,KNN,none,none,False,24,COMPLETE
306,22.719694374999996,2026-06-08 00:53:35.827683,2026-06-08 00:53:36.816136,0 days 00:00:00.988453,False,True,True,True,KNN,none,none,False,24,COMPLETE
307,22.719694374999996,2026-06-08 00:53:35.901029,2026-06-08 00:53:36.915547,0 days 00:00:01.014518,False,True,True,True,KNN,none,none,False,24,COMPLETE
308,22.719694374999996,2026-06-08 00:53:36.081454,2026-06-08 00:53:37.126197,0 days 00:00:01.044743,False,True,True,True,KNN,exclude,standard,False,24,COMPLETE
309,22.719694374999996,2026-06-08 00:53:36.144130,2026-06-08 00:53:37.155419,0 days 00:00:01.011289,False,True,True,True,KNN,exclude,none,False,24,COMPLETE
310,22.719694374999996,2026-06-08 00:53:36.377968,2026-06-08 00:53:37.371458,0 days 00:00:00.993490,False,True,True,True,KNN,exclude,standard,False,24,COMPLETE
311,22.719694374999996,2026-06-08 00:53:36.468787,2026-06-08 00:53:37.632438,0 days 00:00:01.163651,False,True,True,True,KNN,exclude,standard,False,24,COMPLETE
312,28.84607444243006,2026-06-08 00:53:36.562961,2026-06-08 00:53:36.775700,0 days 00:00:00.212739,False,True,True,True,Ridge,exclude,standard,False,24,COMPLETE
313,22.719694374999996,2026-06-08 00:53:36.782292,2026-06-08 00:53:37.917121,0 days 00:00:01.134829,False,True,True,True,KNN,none,none,False,24,COMPLETE
314,22.719694374999996,2026-06-08 00:53:36.820125,2026-06-08 00:53:37.984587,0 days 00:00:01.164462,False,True,True,True,KNN,none,none,False,24,COMPLETE
315,22.719694374999996,2026-06-08 00:53:36.923112,2026-06-08 00:53:38.129573,0 days 00:00:01.206461,False,True,True,True,KNN,none,none,False,24,COMPLETE
316,29.233454736328124,2026-06-08 00:53:37.131709,2026-06-08 00:53:37.489802,0 days 00:00:00.358093,False,True,True,True,DecisionTree,none,none,False,24,COMPLETE
317,29.233454736328124,2026-06-08 00:53:37.159592,2026-06-08 00:53:37.456528,0 days 00:00:00.296936,False,True,True,True,DecisionTree,none,none,False,24,COMPLETE
318,29.233454736328124,2026-06-08 00:53:37.373847,2026-06-08 00:53:37.735279,0 days 00:00:00.361432,False,True,True,True,DecisionTree,none,none,False,24,COMPLETE
319,22.719694374999996,2026-06-08 00:53:37.460113,2026-06-08 00:53:38.585059,0 days 00:00:01.124946,False,True,True,True,KNN,none,none,False,24,COMPLETE
320,22.719694374999996,2026-06-08 00:53:37.491494,2026-06-08 00:53:38.582091,0 days 00:00:01.090597,False,True,True,True,KNN,none,none,False,24,COMPLETE
321,22.719694374999996,2026-06-08 00:53:37.634245,2026-06-08 00:53:38.695797,0 days 00:00:01.061552,False,True,True,True,KNN,none,none,False,24,COMPLETE
322,22.719694374999996,2026-06-08 00:53:37.741460,2026-06-08 00:53:38.740363,0 days 00:00:00.998903,False,True,True,True,KNN,none,none,False,24,COMPLETE
323,22.719694374999996,2026-06-08 00:53:37.921490,2026-06-08 00:53:38.919708,0 days 00:00:00.998218,False,True,True,True,KNN,none,none,False,24,COMPLETE
324,26.179768854166667,2026-06-08 00:53:37.996338,2026-06-08 00:53:38.729622,0 days 00:00:00.733284,False,True,True,True,KNN,none,none,False,36,COMPLETE
325,26.179768854166667,2026-06-08 00:53:38.136004,2026-06-08 00:53:38.800970,0 days 00:00:00.664966,False,True,True,True,KNN,none,none,False,36,COMPLETE
326,22.719694374999996,2026-06-08 00:53:38.586675,2026-06-08 00:53:39.337615,0 days 00:00:00.750940,False,True,True,True,KNN,none,none,False,24,COMPLETE
327,26.179768854166667,2026-06-08 00:53:38.588477,2026-06-08 00:53:39.172792,0 days 00:00:00.584315,False,True,True,True,KNN,none,none,False,36,COMPLETE
328,26.179768854166667,2026-06-08 00:53:38.698615,2026-06-08 00:53:39.294910,0 days 00:00:00.596295,False,True,True,True,KNN,none,none,False,36,COMPLETE
329,22.719694374999996,2026-06-08 00:53:38.733297,2026-06-08 00:53:39.574230,0 days 00:00:00.840933,False,True,True,True,KNN,none,none,False,24,COMPLETE
330,22.719694374999996,2026-06-08 00:53:38.742976,2026-06-08 00:53:39.623301,0 days 00:00:00.880325,False,True,True,True,KNN,none,none,False,24,COMPLETE
331,22.719694374999996,2026-06-08 00:53:38.806871,2026-06-08 00:53:39.640640,0 days 00:00:00.833769,False,True,True,True,KNN,none,none,False,24,COMPLETE
332,22.719694374999996,2026-06-08 00:53:38.921573,2026-06-08 00:53:39.757350,0 days 00:00:00.835777,False,True,True,True,KNN,none,none,False,24,COMPLETE
333,32.786909843749996,2026-06-08 00:53:39.175532,2026-06-08 00:53:40.077227,0 days 00:00:00.901695,False,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
334,22.719694374999996,2026-06-08 00:53:39.297784,2026-06-08 00:53:40.554644,0 days 00:00:01.256860,False,True,True,True,KNN,winsorize,none,False,24,COMPLETE
335,32.786909843749996,2026-06-08 00:53:39.342689,2026-06-08 00:53:40.295240,0 days 00:00:00.952551,False,True,True,True,KNN,none,seasonal_diff,False,24,COMPLETE
336,22.719694374999996,2026-06-08 00:53:39.576682,2026-06-08 00:53:40.762649,0 days 00:00:01.185967,False,True,True,True,KNN,none,none,False,24,COMPLETE
337,22.719694374999996,2026-06-08 00:53:39.630426,2026-06-08 00:53:40.892158,0 days 00:00:01.261732,False,True,True,True,KNN,winsorize,none,False,24,COMPLETE
338,28.846074442430044,2026-06-08 00:53:39.643325,2026-06-08 00:53:39.933478,0 days 00:00:00.290153,False,True,True,True,Ridge,none,none,False,24,COMPLETE
339,43.79481506165679,2026-06-08 00:53:39.763572,2026-06-08 00:53:40.118687,0 days 00:00:00.355115,False,True,True,True,Ridge,none,seasonal_diff,False,24,COMPLETE
340,32.786909843749996,2026-06-08 00:53:39.938779,2026-06-08 00:53:40.942578,0 days 00:00:01.003799,False,True,True,True,KNN,winsorize,seasonal_diff,False,24,COMPLETE
341,22.719694374999996,2026-06-08 00:53:40.081727,2026-06-08 00:53:41.194376,0 days 00:00:01.112649,False,True,True,True,KNN,none,none,False,24,COMPLETE
342,22.719694374999996,2026-06-08 00:53:40.121258,2026-06-08 00:53:41.119691,0 days 00:00:00.998433,False,True,True,True,KNN,none,none,False,24,COMPLETE
343,23.95758846354167,2026-06-08 00:53:40.302354,2026-06-08 00:53:41.367598,0 days 00:00:01.065244,False,True,True,False,KNN,winsorize,none,False,24,COMPLETE
344,22.719694374999996,2026-06-08 00:53:40.557108,2026-06-08 00:53:41.498464,0 days 00:00:00.941356,False,True,True,True,KNN,none,none,False,24,COMPLETE
345,23.95758846354167,2026-06-08 00:53:40.767323,2026-06-08 00:53:41.682256,0 days 00:00:00.914933,False,True,True,False,KNN,none,none,False,24,COMPLETE
346,23.95758846354167,2026-06-08 00:53:40.897759,2026-06-08 00:53:41.833881,0 days 00:00:00.936122,False,True,True,False,KNN,none,none,False,24,COMPLETE
347,23.95758846354167,2026-06-08 00:53:40.946292,2026-06-08 00:53:41.813427,0 days 00:00:00.867135,False,True,True,False,KNN,none,none,False,24,COMPLETE
348,23.95758846354167,2026-06-08 00:53:41.122400,2026-06-08 00:53:42.050662,0 days 00:00:00.928262,False,True,True,False,KNN,none,none,False,24,COMPLETE
349,23.95758846354167,2026-06-08 00:53:41.200263,2026-06-08 00:53:42.106948,0 days 00:00:00.906685,False,True,True,False,KNN,none,none,False,24,COMPLETE
350,22.719694374999996,2026-06-08 00:53:41.371427,2026-06-08 00:53:42.294680,0 days 00:00:00.923253,False,True,True,True,KNN,none,none,False,24,COMPLETE
351,22.719694374999996,2026-06-08 00:53:41.501695,2026-06-08 00:53:42.388973,0 days 00:00:00.887278,False,True,True,True,KNN,none,none,False,24,COMPLETE
352,22.719694374999996,2026-06-08 00:53:41.684724,2026-06-08 00:53:42.598932,0 days 00:00:00.914208,False,True,True,True,KNN,none,none,False,24,COMPLETE
353,28.477639511718746,2026-06-08 00:53:41.815665,2026-06-08 00:53:42.682145,0 days 00:00:00.866480,False,True,True,True,KNN,none,diff,False,24,COMPLETE
354,22.719694374999996,2026-06-08 00:53:41.841168,2026-06-08 00:53:42.764663,0 days 00:00:00.923495,False,True,True,True,KNN,none,none,False,24,COMPLETE
355,28.000107955729167,2026-06-08 00:53:42.053619,2026-06-08 00:53:42.926500,0 days 00:00:00.872881,False,False,True,True,KNN,none,diff,False,24,COMPLETE
356,28.000107955729167,2026-06-08 00:53:42.110125,2026-06-08 00:53:43.012585,0 days 00:00:00.902460,False,False,True,True,KNN,none,diff,False,24,COMPLETE
357,22.652010208333333,2026-06-08 00:53:42.300280,2026-06-08 00:53:43.264164,0 days 00:00:00.963884,False,False,True,True,KNN,none,none,False,24,COMPLETE
358,22.652010208333333,2026-06-08 00:53:42.392610,2026-06-08 00:53:43.286594,0 days 00:00:00.893984,False,False,True,True,KNN,none,none,False,24,COMPLETE
359,28.000107955729167,2026-06-08 00:53:42.603073,2026-06-08 00:53:43.559544,0 days 00:00:00.956471,False,False,True,True,KNN,none,diff,False,24,COMPLETE
360,22.719694374999996,2026-06-08 00:53:42.685339,2026-06-08 00:53:43.712319,0 days 00:00:01.026980,False,True,True,True,KNN,none,none,False,24,COMPLETE
361,22.652010208333333,2026-06-08 00:53:42.768198,2026-06-08 00:53:43.745966,0 days 00:00:00.977768,False,False,True,True,KNN,none,none,False,24,COMPLETE
362,22.719694374999996,2026-06-08 00:53:42.929664,2026-06-08 00:53:43.967277,0 days 00:00:01.037613,False,True,True,True,KNN,none,none,False,24,COMPLETE
363,22.719694374999996,2026-06-08 00:53:43.018147,2026-06-08 00:53:44.074820,0 days 00:00:01.056673,False,True,True,True,KNN,none,none,False,24,COMPLETE
364,25.513170651576168,2026-06-08 00:53:43.270833,2026-06-08 00:53:43.610127,0 days 00:00:00.339294,False,False,True,True,SVR_rbf,none,none,False,24,COMPLETE
365,22.652010208333333,2026-06-08 00:53:43.291716,2026-06-08 00:53:44.459526,0 days 00:00:01.167810,False,False,True,True,KNN,none,none,False,24,COMPLETE
366,25.513170651576168,2026-06-08 00:53:43.562721,2026-06-08 00:53:43.948318,0 days 00:00:00.385597,False,False,True,True,SVR_rbf,none,none,False,24,COMPLETE
367,22.652010208333333,2026-06-08 00:53:43.614581,2026-06-08 00:53:44.724435,0 days 00:00:01.109854,False,False,True,True,KNN,none,none,False,24,COMPLETE
368,22.652010208333333,2026-06-08 00:53:43.714551,2026-06-08 00:53:44.844926,0 days 00:00:01.130375,False,False,True,True,KNN,none,none,False,24,COMPLETE
369,22.652010208333333,2026-06-08 00:53:43.748832,2026-06-08 00:53:44.847011,0 days 00:00:01.098179,False,False,True,True,KNN,none,none,False,24,COMPLETE
370,30.516278569599724,2026-06-08 00:53:43.952731,2026-06-08 00:53:44.300445,0 days 00:00:00.347714,False,False,True,True,LinearRegression,none,none,False,24,COMPLETE
371,30.628865661281157,2026-06-08 00:53:43.970143,2026-06-08 00:53:44.243609,0 days 00:00:00.273466,False,False,True,True,ElasticNet,none,none,False,48,COMPLETE
